txn_id,user_id,txn_date,txn_type,category,amount,status
T238710,U2983,2024-09-24,UPI,Entertainment,233.7,success
T588438,U2985,2024-10-09,FamCard,Shopping,412.15,success
T812981,U2988,2024-08-20,FamCard,Entertainment,119.31,success
T563773,U2988,2024-04-29,FamCard,Shopping,718.95,success
T292776,U2988,2024-06-19,UPI,Education,302.78,success
T606666,U2988,2024-06-02,UPI,Gaming,380.09,success
T329711,U2988,2024-09-10,QR,Education,352.46,failed
T221031,U2988,2024-09-07,FamCard,Education,620.26,success
T384214,U2988,2024-06-13,FamCard,Entertainment,138.03,success
T465639,U2988,2024-04-24,QR,Entertainment,291.99,success
T600023,U2988,2024-05-19,QR,Transport,149.95,success
T489610,U2988,2024-06-16,FamCard,Shopping,39.28,success
T348661,U2988,2024-05-24,UPI,Entertainment,1784.35,success
T878873,U2988,2024-07-12,QR,Shopping,26.4,success
T241431,U2988,2024-05-01,FamCard,Food,393.43,success
T236573,U2989,2025-05-30,FamCard,Shopping,538.99,success
T522916,U2989,2024-12-22,FamCard,Shopping,682.27,success
T246303,U2989,2025-04-14,QR,Education,64.88,success
T573836,U2989,2025-05-22,FamCard,Education,628.67,success
T776234,U2989,2025-05-18,UPI,Food,1080.98,success
T838486,U2989,2025-04-19,UPI,Food,419.86,success
T330685,U2989,2025-04-22,UPI,Transport,121.2,success
T163604,U2989,2025-04-05,FamCard,Entertainment,1023.13,success
T748093,U2989,2025-01-01,UPI,Transport,631.38,success
T732808,U2989,2024-12-25,UPI,Education,311.71,success
T975941,U2990,2024-10-29,UPI,Transport,128.66,success
T208913,U2990,2024-12-16,FamCard,Transport,1598.99,success
T580401,U2990,2024-08-30,QR,Entertainment,383.3,success
T113125,U2990,2024-09-04,UPI,Shopping,220.0,success
T336750,U2992,2024-08-24,QR,Gaming,26.81,success
T878618,U2992,2024-11-26,UPI,Transport,128.84,success
T239370,U2994,2025-01-16,UPI,Gaming,54.79,success
T390039,U2994,2024-12-23,UPI,Education,1523.93,success
T945902,U2994,2025-03-21,QR,Food,696.99,success
T122321,U2994,2025-01-08,UPI,Transport,374.28,success
T744394,U2994,2025-02-02,FamCard,Shopping,475.86,success
T284151,U2994,2025-01-22,FamCard,Shopping,279.09,pending
T969272,U2994,2025-02-22,QR,Entertainment,487.43,success
T852063,U2995,2024-11-23,QR,Food,62.87,failed
T149564,U2995,2025-02-18,QR,Shopping,477.92,success
T222807,U2995,2024-11-22,QR,Education,81.98,success
T662390,U2995,2025-01-06,FamCard,Shopping,206.6,success
T664661,U2995,2024-11-20,QR,Shopping,1.38,success
T938061,U2995,2024-11-04,UPI,Gaming,714.38,success
T615299,U2995,2024-10-22,QR,Gaming,415.24,success
T563357,U2995,2024-09-20,QR,Gaming,54.88,success
T989925,U2995,2025-01-18,FamCard,Entertainment,825.25,success
T814417,U2995,2025-02-14,UPI,Education,416.44,success
T250683,U2995,2024-11-20,UPI,Education,459.47,success
T455860,U2995,2025-03-06,UPI,Entertainment,231.96,success
T798566,U2995,2025-02-01,UPI,Food,98.39,success
T423581,U2999,2024-09-20,QR,Food,290.88,success
T537603,U2999,2024-08-14,UPI,Transport,175.34,success
T733743,U2999,2024-11-07,UPI,Shopping,263.33,success
T907175,U2999,2024-10-21,QR,Food,182.88,success
T661911,U2999,2024-08-08,FamCard,Gaming,464.95,failed
T770152,U2999,2024-09-09,FamCard,Education,422.26,success
T643983,U2999,2024-09-29,FamCard,Gaming,190.26,success
T664371,U2999,2024-12-09,QR,Gaming,368.72,success
T281377,U2999,2024-09-13,UPI,Entertainment,547.32,success
T245827,U2999,2024-10-11,QR,Transport,652.7,success
T626584,U2999,2024-10-08,UPI,Food,199.58,success
T444191,U2999,2024-10-29,FamCard,Shopping,307.15,success
T651281,U2999,2024-08-10,QR,Entertainment,703.37,success
T229945,U2999,2024-08-18,FamCard,Gaming,66.29,success
T960479,U2999,2024-11-08,UPI,Transport,266.62,success
T872565,U2999,2024-09-07,UPI,Shopping,144.61,success
T986427,U2999,2024-09-09,FamCard,Education,166.14,success
T566439,U2999,2024-10-08,QR,Shopping,48.77,success
T905894,U3000,2024-12-15,UPI,Shopping,55.46,failed
T882809,U3000,2025-01-28,UPI,Food,404.26,success
T489612,U3000,2024-12-16,FamCard,Food,55.2,success
T875700,U3000,2024-11-13,QR,Gaming,234.75,success
T943871,U3000,2024-10-18,UPI,Transport,110.18,success
T395717,U3000,2024-11-11,QR,Entertainment,123.92,success
T662152,U3000,2024-09-11,UPI,Gaming,881.63,success
T897701,U3000,2024-11-26,QR,Education,324.19,failed
T248344,U3000,2024-12-29,QR,Shopping,446.81,success
T712964,U3000,2024-12-02,UPI,Food,54.77,success
T628604,U3000,2024-09-05,QR,Gaming,196.99,success
T244999,U3000,2025-02-18,FamCard,Education,216.55,success
T894778,U3000,2024-12-12,QR,Transport,1263.64,success
T200990,U3000,2024-10-27,QR,Transport,714.46,success
T258056,U3000,2024-09-28,UPI,Shopping,51.51,success
T166690,U3000,2025-01-29,QR,Transport,516.94,success
T344543,U3000,2024-12-15,QR,Education,270.71,pending
T453642,U3000,2025-02-03,UPI,Shopping,1249.75,success
T767730,U3000,2024-10-31,UPI,Entertainment,116.74,success
T171944,U3000,2024-12-04,FamCard,Food,736.62,success
T842111,U3000,2025-02-11,UPI,Education,320.12,success
T863677,U3002,2024-05-02,QR,Education,285.53,success
T647890,U3002,2024-05-31,QR,Gaming,18.94,success
T162270,U3002,2024-06-16,UPI,Shopping,330.03,success
T256037,U3002,2024-07-02,QR,Entertainment,48.18,success
T468698,U3002,2024-04-25,UPI,Education,34.14,success
T884808,U3002,2024-02-28,QR,Transport,31.04,success
T586985,U3002,2024-05-13,FamCard,Transport,218.11,success
T629141,U3002,2024-08-10,QR,Shopping,241.82,success
T612318,U3002,2024-03-18,FamCard,Education,70.59,failed
T775530,U3002,2024-03-18,FamCard,Food,456.53,success
T914137,U3002,2024-04-15,QR,Entertainment,80.67,success
T332628,U3002,2024-06-11,UPI,Transport,146.66,success
T998184,U3002,2024-06-08,FamCard,Food,75.01,success
T169278,U3002,2024-03-29,QR,Entertainment,814.88,success
T974893,U3002,2024-08-11,FamCard,Food,145.13,success
T854469,U3002,2024-04-24,QR,Transport,157.62,success
T146828,U3002,2024-08-07,UPI,Entertainment,269.76,success
T322640,U3002,2024-06-17,FamCard,Gaming,250.23,success
T370851,U3002,2024-04-27,FamCard,Shopping,995.99,success
T639613,U3002,2024-03-11,FamCard,Shopping,10.03,success
T825267,U3002,2024-04-24,UPI,Gaming,225.82,pending
T312614,U3002,2024-04-07,QR,Gaming,321.73,success
T417163,U3002,2024-04-28,QR,Gaming,38.42,success
T221314,U3004,2024-12-30,FamCard,Entertainment,765.87,failed
T424634,U3005,2024-12-31,FamCard,Shopping,495.34,success
T540443,U3005,2024-11-13,UPI,Entertainment,144.55,success
T455274,U3005,2024-12-08,FamCard,Transport,52.93,success
T986936,U3005,2025-01-12,QR,Food,525.17,success
T967836,U3005,2024-07-26,UPI,Shopping,2.12,failed
T426268,U3005,2024-12-09,UPI,Entertainment,201.12,pending
T366889,U3005,2024-11-21,FamCard,Food,395.93,success
T490114,U3005,2024-09-29,FamCard,Gaming,138.58,success
T284126,U3005,2024-11-16,UPI,Entertainment,366.69,success
T626683,U3005,2024-10-19,FamCard,Food,68.12,success
T963696,U3005,2024-12-18,QR,Transport,541.08,success
T108878,U3005,2024-09-17,QR,Entertainment,423.47,failed
T533794,U3005,2024-09-14,QR,Entertainment,173.94,success
T853234,U3005,2024-11-03,QR,Shopping,53.59,success
T637069,U3005,2025-01-12,QR,Food,73.73,success
T203320,U3005,2024-08-28,QR,Entertainment,274.87,success
T696215,U3005,2024-11-06,UPI,Entertainment,23.25,failed
T736468,U3005,2024-12-03,UPI,Education,258.58,failed
T675474,U3005,2024-08-11,QR,Entertainment,1.15,success
T162121,U3005,2024-11-10,UPI,Food,470.93,success
T478002,U3005,2024-07-23,QR,Transport,857.87,success
T600269,U3005,2024-09-03,UPI,Gaming,245.39,success
T218290,U3005,2024-09-10,UPI,Education,583.44,success
T993224,U3005,2024-09-21,UPI,Transport,113.49,success
T400794,U3009,2024-07-25,FamCard,Transport,48.27,success
T152873,U3009,2024-09-29,UPI,Shopping,303.43,success
T840553,U3009,2024-09-11,UPI,Entertainment,186.92,success
T240120,U3009,2024-07-06,FamCard,Shopping,58.68,success
T280797,U3009,2024-08-12,QR,Transport,320.88,success
T337006,U3009,2024-08-17,UPI,Education,936.71,failed
T853054,U3009,2024-06-14,QR,Entertainment,297.33,success
T914754,U3009,2024-07-30,FamCard,Education,572.06,success
T274896,U3009,2024-06-17,QR,Gaming,652.41,success
T139861,U3009,2024-08-01,QR,Shopping,0.71,success
T542972,U3009,2024-05-25,QR,Transport,551.22,failed
T751908,U3009,2024-08-05,UPI,Education,178.33,success
T339174,U3009,2024-10-22,QR,Transport,223.9,success
T271509,U3010,2024-12-03,QR,Transport,3.89,success
T365202,U3010,2024-10-14,UPI,Food,831.84,success
T791754,U3010,2024-09-29,FamCard,Gaming,245.71,success
T862448,U3010,2025-02-13,UPI,Food,822.03,success
T436163,U3010,2024-10-24,UPI,Food,58.19,failed
T408970,U3010,2024-10-05,QR,Transport,484.17,success
T307897,U3010,2025-01-03,UPI,Education,113.51,success
T295202,U3010,2024-10-31,FamCard,Entertainment,74.37,success
T370838,U3010,2025-01-23,UPI,Food,40.25,success
T193643,U3010,2025-01-10,UPI,Gaming,76.33,success
T490250,U3010,2024-09-28,UPI,Gaming,73.35,failed
T372834,U3010,2025-01-25,QR,Shopping,104.28,failed
T619290,U3010,2025-02-07,FamCard,Entertainment,1468.57,success
T415755,U3010,2024-11-25,UPI,Gaming,2.61,success
T599882,U3010,2024-10-10,QR,Education,108.87,success
T515744,U3010,2024-09-14,FamCard,Entertainment,60.36,success
T725228,U3010,2024-11-09,FamCard,Education,67.91,success
T805202,U3010,2024-12-13,UPI,Entertainment,17.66,success
T189584,U3010,2025-02-08,QR,Transport,64.17,success
T419776,U3010,2024-10-09,FamCard,Education,65.04,success
T493133,U3010,2025-02-28,FamCard,Education,248.38,success
T488946,U3010,2024-09-19,QR,Food,209.47,failed
T501392,U3011,2024-12-29,QR,Shopping,198.4,failed
T340260,U3011,2025-01-10,UPI,Entertainment,304.14,success
T631470,U3011,2025-02-05,FamCard,Food,42.56,success
T252395,U3011,2024-12-05,UPI,Food,244.24,success
T601682,U3011,2025-03-25,QR,Entertainment,76.15,success
T173741,U3011,2025-03-30,QR,Transport,868.74,success
T728052,U3011,2024-11-02,QR,Gaming,229.35,success
T457131,U3011,2025-03-11,FamCard,Gaming,412.69,success
T529501,U3012,2024-11-19,QR,Transport,7.31,success
T381394,U3012,2025-01-01,UPI,Transport,679.13,success
T226638,U3012,2024-10-20,FamCard,Food,96.41,pending
T412937,U3012,2024-12-31,UPI,Entertainment,373.68,success
T997159,U3012,2024-09-20,FamCard,Transport,208.34,failed
T465052,U3014,2025-03-14,UPI,Gaming,73.95,failed
T198105,U3014,2024-11-29,QR,Food,89.43,success
T280786,U3014,2025-01-23,FamCard,Gaming,30.55,success
T174877,U3014,2024-10-25,FamCard,Transport,57.7,success
T935487,U3014,2024-11-23,FamCard,Food,211.68,success
T256091,U3014,2024-10-30,FamCard,Shopping,416.46,success
T445055,U3014,2024-12-08,FamCard,Education,312.68,success
T133708,U3014,2025-01-02,UPI,Education,481.38,success
T233031,U3014,2025-01-09,FamCard,Gaming,633.16,success
T432066,U3014,2024-10-20,FamCard,Transport,388.15,success
T353555,U3014,2025-01-18,QR,Food,41.59,success
T940976,U3014,2025-02-26,FamCard,Education,3180.01,success
T102634,U3016,2025-06-04,FamCard,Shopping,498.51,success
T754588,U3016,2025-02-14,FamCard,Food,239.75,success
T146767,U3016,2025-06-11,UPI,Food,202.24,success
T504260,U3016,2025-05-05,QR,Transport,226.06,success
T941274,U3016,2025-06-17,FamCard,Education,320.44,success
T648586,U3016,2025-05-20,FamCard,Transport,1015.79,success
T808056,U3016,2025-03-05,FamCard,Food,789.0,success
T633530,U3016,2025-04-04,UPI,Food,219.1,success
T607409,U3016,2025-03-02,QR,Gaming,713.7,success
T994384,U3016,2025-04-28,QR,Gaming,398.12,success
T222620,U3016,2025-02-20,UPI,Gaming,834.64,success
T950305,U3016,2025-04-20,FamCard,Gaming,1296.27,pending
T986877,U3016,2025-05-05,UPI,Food,123.52,success
T256677,U3016,2025-04-01,UPI,Food,16.82,success
T957109,U3016,2025-06-16,FamCard,Food,306.82,success
T556954,U3016,2025-05-10,UPI,Transport,267.7,success
T881325,U3018,2024-04-26,QR,Education,16.12,success
T485338,U3019,2024-05-12,UPI,Gaming,289.42,success
T251928,U3019,2024-08-10,QR,Transport,90.84,success
T199654,U3019,2024-05-19,UPI,Food,697.66,success
T289756,U3019,2024-07-08,FamCard,Education,70.71,success
T398173,U3019,2024-03-12,UPI,Transport,1302.39,success
T526021,U3019,2024-07-27,UPI,Entertainment,150.85,success
T809838,U3019,2024-03-23,QR,Shopping,17.86,success
T896419,U3019,2024-04-10,FamCard,Food,34.32,success
T257270,U3019,2024-03-31,UPI,Food,1339.01,success
T636267,U3019,2024-08-09,UPI,Education,322.18,success
T574451,U3019,2024-03-29,UPI,Shopping,336.07,success
T622491,U3019,2024-05-27,QR,Education,68.77,success
T328219,U3019,2024-03-04,FamCard,Transport,262.85,failed
T469058,U3019,2024-06-09,QR,Entertainment,367.27,success
T441469,U3019,2024-08-04,QR,Entertainment,34.05,success
T302821,U3019,2024-05-03,QR,Entertainment,1422.99,success
T862030,U3019,2024-03-06,QR,Shopping,474.29,pending
T794754,U3021,2024-10-14,UPI,Education,608.4,success
T116000,U3021,2024-08-22,UPI,Education,194.24,success
T834430,U3021,2024-08-18,FamCard,Transport,103.7,pending
T702665,U3021,2024-09-15,QR,Entertainment,139.77,success
T349981,U3021,2024-11-18,FamCard,Entertainment,136.3,failed
T964961,U3021,2024-11-21,UPI,Education,131.87,success
T128611,U3021,2024-07-25,FamCard,Gaming,958.41,success
T491644,U3021,2024-12-07,QR,Gaming,49.29,success
T231369,U3021,2024-08-19,QR,Shopping,203.17,success
T846982,U3021,2024-07-09,FamCard,Gaming,211.67,failed
T741879,U3021,2024-10-10,QR,Food,525.96,success
T936414,U3021,2024-08-26,UPI,Shopping,664.98,success
T903775,U3021,2024-07-27,FamCard,Entertainment,329.04,success
T548940,U3021,2024-09-26,UPI,Food,230.32,success
T500006,U3021,2024-10-20,QR,Shopping,107.83,success
T168618,U3021,2024-11-12,FamCard,Food,90.67,success
T714025,U3021,2024-09-30,FamCard,Shopping,230.4,success
T858711,U3025,2024-09-02,QR,Gaming,887.0,success
T992247,U3025,2024-05-26,QR,Food,1129.67,success
T741990,U3025,2024-08-08,QR,Transport,74.03,success
T702805,U3025,2024-08-30,UPI,Education,925.74,success
T823630,U3025,2024-09-17,QR,Transport,779.63,success
T655492,U3025,2024-06-12,QR,Shopping,25.42,success
T622017,U3025,2024-06-26,UPI,Education,97.55,success
T587261,U3025,2024-09-10,UPI,Education,57.89,failed
T102727,U3025,2024-09-19,UPI,Transport,83.07,success
T229943,U3025,2024-08-17,UPI,Education,622.77,success
T639453,U3025,2024-06-06,QR,Education,373.05,success
T821792,U3025,2024-09-14,QR,Food,37.59,success
T475915,U3025,2024-07-10,QR,Food,423.92,success
T992665,U3025,2024-10-01,UPI,Education,646.46,success
T950300,U3026,2024-09-04,FamCard,Transport,803.19,pending
T628004,U3026,2024-09-29,UPI,Education,370.49,success
T662997,U3026,2024-09-17,UPI,Transport,299.8,success
T483310,U3026,2024-10-27,QR,Entertainment,104.75,success
T891790,U3026,2024-06-26,FamCard,Shopping,347.23,success
T177834,U3026,2024-09-15,UPI,Education,109.9,failed
T278582,U3026,2024-06-22,FamCard,Food,95.46,success
T623848,U3026,2024-10-15,FamCard,Gaming,20.5,success
T521370,U3026,2024-08-26,UPI,Shopping,36.38,success
T290647,U3026,2024-12-16,UPI,Shopping,689.87,failed
T974960,U3026,2024-09-19,FamCard,Entertainment,510.3,success
T221269,U3026,2024-12-16,QR,Transport,302.56,success
T461694,U3026,2024-11-23,UPI,Transport,397.0,success
T120904,U3026,2024-08-28,QR,Entertainment,87.41,success
T865935,U3026,2024-07-09,QR,Gaming,41.5,success
T973835,U3026,2024-09-29,FamCard,Food,72.46,success
T943443,U3026,2024-07-14,QR,Entertainment,174.45,success
T354296,U3026,2024-09-07,FamCard,Shopping,98.81,success
T358908,U3027,2024-06-10,FamCard,Shopping,221.1,success
T109815,U3027,2024-10-07,UPI,Gaming,382.53,success
T670545,U3027,2024-08-27,UPI,Shopping,492.86,success
T394671,U3027,2024-07-21,UPI,Education,893.65,success
T520316,U3027,2024-05-22,QR,Food,178.47,success
T486707,U3027,2024-04-18,FamCard,Gaming,236.61,success
T753396,U3027,2024-07-04,FamCard,Food,516.28,success
T921750,U3028,2025-02-17,QR,Education,222.07,success
T996362,U3028,2025-01-29,FamCard,Transport,141.53,pending
T187248,U3028,2025-01-27,QR,Transport,467.98,success
T926257,U3028,2024-12-21,FamCard,Food,94.47,success
T881642,U3028,2024-10-16,FamCard,Transport,171.86,success
T913525,U3028,2024-12-14,QR,Transport,12.69,success
T242679,U3028,2024-12-29,FamCard,Shopping,187.48,success
T164855,U3028,2024-09-14,UPI,Shopping,299.3,success
T899567,U3028,2025-02-15,QR,Entertainment,133.83,success
T996957,U3028,2024-12-28,QR,Gaming,759.13,success
T776365,U3028,2025-01-03,QR,Transport,431.39,success
T941449,U3028,2025-03-06,QR,Shopping,553.01,success
T555245,U3028,2024-12-15,QR,Education,188.56,success
T419745,U3028,2024-11-14,QR,Education,129.15,pending
T794647,U3028,2025-01-23,UPI,Entertainment,206.49,success
T882287,U3028,2024-10-23,FamCard,Entertainment,554.46,success
T993944,U3028,2024-09-15,QR,Shopping,1697.84,success
T629480,U3029,2024-06-21,UPI,Shopping,103.38,failed
T320144,U3029,2024-11-07,QR,Gaming,329.88,success
T199350,U3030,2025-03-24,UPI,Food,434.92,success
T586734,U3030,2025-02-17,UPI,Entertainment,623.18,success
T695176,U3030,2024-11-03,QR,Transport,222.03,success
T252234,U3030,2025-01-23,UPI,Gaming,970.31,success
T470453,U3030,2024-12-11,UPI,Transport,647.42,success
T113480,U3030,2025-04-25,QR,Education,35.58,success
T197962,U3030,2025-04-08,UPI,Entertainment,1456.54,success
T184086,U3030,2024-11-30,QR,Education,328.41,success
T887796,U3030,2024-11-29,FamCard,Transport,116.83,success
T547016,U3030,2024-11-11,FamCard,Shopping,56.45,success
T329740,U3030,2024-11-20,FamCard,Transport,233.88,success
T246689,U3031,2024-08-13,QR,Food,4.07,success
T787440,U3031,2024-11-03,FamCard,Gaming,254.46,failed
T901836,U3031,2024-08-29,QR,Food,298.21,success
T254753,U3031,2024-11-03,QR,Gaming,151.96,success
T594024,U3031,2024-06-02,UPI,Shopping,69.62,success
T776453,U3031,2024-07-04,QR,Entertainment,229.3,success
T515106,U3031,2024-10-11,FamCard,Gaming,33.72,success
T992155,U3031,2024-11-07,UPI,Food,257.42,success
T567535,U3031,2024-09-17,QR,Shopping,95.01,success
T692852,U3031,2024-06-13,FamCard,Gaming,409.26,success
T418239,U3031,2024-09-10,UPI,Gaming,223.62,success
T225716,U3031,2024-07-10,QR,Transport,409.81,success
T101193,U3031,2024-07-09,FamCard,Education,156.24,success
T725718,U3031,2024-11-02,QR,Entertainment,69.22,success
T237095,U3031,2024-07-24,UPI,Gaming,348.15,success
T298805,U3031,2024-09-27,QR,Education,136.92,success
T838462,U3031,2024-08-09,QR,Transport,486.02,success
T393585,U3031,2024-08-06,FamCard,Education,783.62,success
T373858,U3031,2024-10-30,QR,Entertainment,491.06,success
T859212,U3031,2024-08-23,QR,Gaming,593.8,success
T598115,U3031,2024-09-13,UPI,Shopping,230.29,success
T241374,U3031,2024-06-08,QR,Education,623.87,success
T921431,U3032,2024-08-10,QR,Food,209.27,success
T948385,U3032,2024-07-23,UPI,Education,184.6,success
T885179,U3032,2024-04-20,QR,Transport,308.39,success
T214269,U3032,2024-04-05,QR,Entertainment,373.98,success
T537583,U3032,2024-03-24,UPI,Food,174.25,success
T500796,U3032,2024-07-19,QR,Food,169.57,success
T489485,U3032,2024-03-19,QR,Transport,381.26,failed
T929762,U3032,2024-07-11,QR,Gaming,205.24,failed
T534850,U3032,2024-08-01,FamCard,Food,1740.11,success
T798474,U3032,2024-04-23,QR,Shopping,439.86,success
T204645,U3033,2024-11-28,FamCard,Transport,126.75,success
T906519,U3033,2024-12-24,FamCard,Shopping,353.92,success
T734804,U3034,2024-07-13,FamCard,Education,629.26,success
T105100,U3034,2024-03-04,QR,Food,174.76,success
T220040,U3035,2025-03-06,UPI,Education,163.81,success
T977563,U3035,2025-03-20,UPI,Transport,60.15,success
T927660,U3035,2025-01-17,UPI,Transport,256.78,success
T704024,U3037,2024-06-18,UPI,Food,1034.12,success
T694293,U3037,2024-01-20,FamCard,Entertainment,801.14,pending
T785908,U3037,2024-07-04,UPI,Food,702.86,failed
T681477,U3037,2024-02-19,QR,Transport,44.16,pending
T996539,U3037,2024-02-23,QR,Education,507.18,success
T415410,U3037,2024-01-30,UPI,Transport,397.59,success
T102891,U3037,2024-02-29,UPI,Food,347.38,failed
T648077,U3037,2024-02-17,QR,Food,483.48,success
T658225,U3037,2024-07-03,UPI,Food,100.78,success
T859738,U3037,2024-02-08,FamCard,Gaming,175.78,success
T598311,U3037,2024-03-20,QR,Education,51.34,success
T876869,U3037,2024-02-06,QR,Food,97.35,success
T533223,U3037,2024-03-21,FamCard,Gaming,434.27,success
T651838,U3037,2024-04-23,FamCard,Gaming,764.2,success
T166207,U3037,2024-04-29,FamCard,Education,185.65,success
T541583,U3037,2024-01-22,QR,Education,419.29,success
T671832,U3037,2024-02-05,FamCard,Food,571.64,success
T235833,U3037,2024-01-15,FamCard,Food,682.83,success
T417628,U3037,2024-06-08,QR,Shopping,676.06,success
T807732,U3038,2024-10-30,QR,Food,227.98,success
T481493,U3038,2025-01-09,UPI,Entertainment,653.78,success
T870409,U3038,2025-02-03,QR,Education,262.4,success
T534734,U3039,2025-02-19,UPI,Entertainment,563.51,success
T465248,U3039,2025-06-08,QR,Shopping,17.07,success
T295553,U3039,2025-01-07,UPI,Transport,260.61,success
T868894,U3039,2025-03-23,QR,Transport,668.45,pending
T884534,U3039,2025-06-11,FamCard,Gaming,197.92,success
T348330,U3039,2025-01-01,QR,Transport,165.61,success
T126400,U3039,2025-04-07,FamCard,Shopping,306.7,success
T838796,U3039,2025-05-14,QR,Education,82.48,success
T264249,U3039,2025-06-17,UPI,Transport,419.15,success
T376706,U3039,2025-02-23,FamCard,Entertainment,121.87,success
T883956,U3039,2025-03-14,QR,Gaming,90.94,success
T729720,U3039,2025-03-17,UPI,Transport,234.69,success
T372131,U3039,2025-03-10,FamCard,Food,51.13,success
T709268,U3039,2025-04-07,FamCard,Entertainment,189.33,failed
T572533,U3039,2025-02-06,UPI,Food,985.36,success
T707872,U3039,2025-01-04,FamCard,Shopping,171.96,success
T561962,U3039,2025-05-07,QR,Gaming,644.0,success
T135716,U3039,2025-04-29,QR,Education,266.37,success
T393690,U3039,2025-05-22,UPI,Shopping,167.9,success
T758742,U3041,2024-11-17,QR,Entertainment,135.24,success
T611772,U3041,2024-06-30,FamCard,Gaming,16.84,failed
T847241,U3041,2024-06-26,UPI,Education,233.16,success
T694633,U3041,2024-07-09,FamCard,Transport,11.49,success
T666730,U3041,2024-08-12,FamCard,Food,51.61,success
T888756,U3041,2024-11-03,UPI,Transport,254.04,success
T781023,U3041,2024-12-06,FamCard,Entertainment,77.59,success
T893392,U3041,2024-08-16,UPI,Entertainment,308.26,success
T896478,U3041,2024-07-07,QR,Education,736.96,success
T950429,U3041,2024-07-16,QR,Shopping,284.5,success
T939756,U3041,2024-11-16,FamCard,Food,84.86,pending
T972377,U3041,2024-09-14,FamCard,Shopping,1194.41,success
T187875,U3042,2024-05-24,QR,Transport,8.9,success
T717212,U3042,2024-05-22,QR,Food,124.42,success
T849467,U3042,2024-04-07,FamCard,Entertainment,209.75,success
T831496,U3042,2024-08-23,QR,Food,697.71,success
T380584,U3042,2024-04-25,FamCard,Education,370.24,success
T858582,U3042,2024-04-13,QR,Shopping,172.24,failed
T117981,U3042,2024-06-20,UPI,Shopping,418.42,success
T532376,U3042,2024-05-27,QR,Gaming,67.17,success
T881782,U3042,2024-06-08,UPI,Entertainment,75.33,success
T200981,U3042,2024-06-21,FamCard,Shopping,20.18,success
T204015,U3042,2024-08-03,UPI,Shopping,215.5,failed
T265071,U3042,2024-06-15,UPI,Transport,161.67,failed
T242033,U3045,2024-11-08,FamCard,Transport,494.07,success
T944771,U3045,2024-12-23,FamCard,Education,379.21,success
T588929,U3045,2024-10-11,FamCard,Food,146.74,success
T498380,U3045,2024-10-13,FamCard,Gaming,417.91,success
T209593,U3045,2025-01-31,FamCard,Transport,299.99,success
T172294,U3045,2024-09-07,FamCard,Food,106.57,success
T117804,U3045,2024-11-21,QR,Food,332.8,success
T617098,U3045,2024-10-12,UPI,Gaming,511.57,success
T465334,U3045,2024-12-06,FamCard,Gaming,113.29,success
T760277,U3045,2024-08-30,FamCard,Shopping,78.61,success
T366273,U3045,2024-12-22,FamCard,Gaming,1033.09,success
T660827,U3045,2024-12-19,QR,Food,738.5,success
T943795,U3045,2024-11-22,QR,Transport,149.94,success
T998830,U3045,2025-02-03,UPI,Transport,38.19,success
T696140,U3045,2024-11-18,QR,Entertainment,146.9,success
T265654,U3045,2024-11-12,QR,Food,78.45,failed
T581717,U3045,2024-08-25,UPI,Shopping,309.02,failed
T906338,U3045,2025-02-05,FamCard,Food,56.4,success
T680845,U3045,2024-10-30,FamCard,Education,656.5,success
T328721,U3046,2024-08-16,QR,Food,74.66,success
T114722,U3046,2024-06-07,UPI,Transport,41.52,success
T144777,U3046,2024-07-21,FamCard,Transport,248.58,success
T664475,U3046,2024-09-25,FamCard,Shopping,156.99,failed
T882039,U3046,2024-05-05,QR,Food,126.57,success
T546207,U3046,2024-10-09,QR,Education,75.41,success
T689155,U3046,2024-07-04,QR,Food,76.86,success
T211058,U3046,2024-09-20,FamCard,Transport,201.29,success
T231637,U3046,2024-08-13,QR,Entertainment,14.33,success
T256155,U3046,2024-07-14,QR,Gaming,600.45,failed
T514928,U3046,2024-06-27,FamCard,Education,1367.23,success
T921314,U3046,2024-09-28,QR,Transport,112.32,success
T147468,U3046,2024-09-13,QR,Food,731.66,success
T515611,U3046,2024-09-19,FamCard,Education,231.27,pending
T519558,U3046,2024-09-17,FamCard,Transport,140.7,success
T308250,U3046,2024-07-02,FamCard,Food,414.23,success
T966881,U3046,2024-04-27,FamCard,Education,442.48,success
T789090,U3046,2024-07-07,FamCard,Education,91.75,success
T382341,U3046,2024-07-31,UPI,Food,1445.25,success
T843308,U3046,2024-07-20,UPI,Transport,865.02,failed
T221752,U3046,2024-06-24,FamCard,Entertainment,493.43,success
T279236,U3047,2024-08-13,QR,Education,357.28,success
T715967,U3047,2024-05-17,FamCard,Entertainment,156.48,success
T816162,U3047,2024-05-25,QR,Food,82.82,success
T804639,U3047,2024-08-16,UPI,Shopping,281.05,success
T757926,U3047,2024-09-29,FamCard,Food,332.83,success
T655272,U3047,2024-06-10,UPI,Transport,286.02,success
T918799,U3047,2024-06-16,QR,Education,155.12,success
T597737,U3047,2024-09-11,FamCard,Shopping,87.5,success
T467700,U3047,2024-06-25,UPI,Food,170.38,success
T913367,U3048,2024-05-05,FamCard,Transport,173.17,pending
T357403,U3048,2024-04-28,UPI,Gaming,297.73,success
T209127,U3048,2024-07-17,FamCard,Food,99.5,success
T182957,U3048,2024-05-30,UPI,Entertainment,606.87,success
